What are the Child Development Account (CDA) Bank contact numbers?,"You may contact the Child Development Account (CDA) banks at: DBS Bank Tel: 1800 339 6666 Website: www.dbs.com.sg. OCBC Bank Tel: 1800 438 6088 Website: www.ocbc.com/babybonus. UOB Tel: 1800 222 2121 Website: www.uob.com.sg. Baby Bonus NETS Service Network for Electronic Transfers (Singapore) Pte Ltd (NETS). Sales & Customer Service Centre Tel: 6274 1212 (Monday till Saturday: 9.00am-7.00pm, Sunday & Public Holidays: 10.00am-7.00pm) Website: www.nets.com.sg.",158
How can I open a Child Development Account (CDA)? I am the Child Development Account (CDA) trustee.,"You can log in to Baby Bonus Online to join the scheme and accept the Terms and Conditions of the selected CDA bank (DBS, OCBC or UOB) online. If your child has already joined the scheme but has not opened the CDA, you should use the “Services login” on the BBO homepage, and select “Opening of CDA” service to open the CDA and accept the Terms and Conditions of the selected CDA bank. The CDA will then be automatically opened within 3 working days after the CDA trustee accepts the Terms and Conditions of the selected CDA bank online. Note: If the CDA trustee is a foreigner or a third party CDA trustee, we will send the trustee an authorisation letter to open the CDA at any CDA bank branch. The trustee must produce:  the original authorisation letter trustee’s NRIC or passport a copy of the child’s birth certificate or certificate of Singapore citizenship (whichever is applicable).",159
How can I open a Child Development Account (CDA)? My spouse is the Child Development Account (CDA) trustee.,"You can log in to Baby Bonus Online and your spouse (CDA trustee) will need to login with his/her Singpass via “Services Login” to accept the Terms and Conditions of the selected CDA bank online. The CDA will then be automatically opened within 3 working days after the CDA trustee accepts the Terms and Conditions of the selected CDA bank online. Note: If the CDA trustee is a foreigner or a third party CDA trustee, we will send the trustee an authorisation letter to open the CDA at any CDA bank branch. The trustee must produce:  the original authorisation letter trustee’s NRIC or passport a copy of the child’s birth certificate or certificate of Singapore citizenship (whichever is applicable).",160
How to open a Child Development Account (CDA)?,"To find out how to open a Child Development Account, please select one of the following: You (applicant) are the nominated CDA Trustee Goes to MQA ”I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child? - You (applicant) are the Nominated CDA Trustee” You (applicant) have nominated your spouse to be the CDA Trustee Goes to MQA “I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child? - You (applicant) nominated your spouse as CDA Trustee” The CDA Trustee is a foreigner or third party Goes to MQA “I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child? - CDA Trustee is a foreigner or third party",161
Can I close my Child Development Account (CDA) and withdraw the money?,"You cannot close the Child Development Account (CDA) on your own. It will automatically be closed on the 31 December of the year your child turns 12 years old. Any unused balance in the CDA will be transferred to the child’s Post-Secondary Education Account or PSEA, subject to the cap applicable to your child. You may continue to save in the PSEA until your child turns 18 years old and receive the remaining dollar-for-dollar Government matching if you have not saved up to the CDA cap. For more information on PSEA, please visit the Ministry of Education's website.",162
How do I activate the Child Development Account (CDA) card?,"The Child Development Account (CDA) card is pre-activated by the respective Managing Agents, which are POSB/DBS, UOB or OCBC. No action is required from you.",163
Can I transfer my child’s Child Development Account (CDA) balance to another child’s CDA?,"You cannot transfer your child's CDA balance to another child's CDA. The Child Development Account, or CDA, will be closed on the 31 December of the year your child turns 12 years old. Any unused balance in the CDA will be transferred to the child's Post-Secondary Education Account or PSEA, subject to the cap applicable to your child. From now until the time when the CDA is closed, you can use the savings in the CDA to pay for approved educational and healthcare expenses of your child and his or her siblings at the Baby Bonus Approved Institutions.",164
How can I withdraw the money which I have wrongly deposited in the CDA?,"If you wish to withdraw the money that you have wrongly deposited into the Child Development Account (CDA), please email your request to us using this online form, stating the reason and your child’s details. Please enter ‘CDA withdrawals’ in the Subject field and key in your details.",165
What is the deadline for me to open the CDA for my child?,You can open a CDA before your child turns 12 years old.,166
Do I need to open a current account with the bank in order to open the CDA?,You may just open a CDA with the selected CDA bank.  You can check with the bank directly for any other bank accounts for the child.,167
POSB has opened 2 account numbers. Which bank account should I deposit money into to receive the government matching?,"To check the Child Development Account (CDA) bank account number which the Government matching is deposited into, please log in to ‘View/Update My Baby Bonus Details’ on the Baby Bonus Online portal, select ‘Family View’, followed by ‘View Statement’.",168
Must I open a CDA when I enrol my child?,"As part of the Baby Bonus application process, you will be asked to select a Child Development Account, or CDA bank. The CDA will be opened automatically within 3 working days upon the acceptance of the bank’s Terms and Conditions. You will be able to submit a request online to change the CDA bank or CDA trustee even after the child is enrolled.",169
Who can be the Child Development Account (CDA) Trustee?,"The Child Development Account (CDA) trustee, can be either a parent or a third party nominated by the child’s parents as declared to MSF. Both parents must agree to the nomination. The CDA trustee’s responsibility is to ensure the proper usage of CDA funds for the benefit of the child. The CDA trustee must not be bankrupt, and must be above 18 years of age.",170
What is CDA trustee?,"A CDA Trustee can be either the parent or a person nominated by the child’s parents.  Both parents must agree to the nomination.  He or She cannot be a bankrupt and must be above 18 years of age. The CDA trustee’s responsibility is to ensure the proper usage of CDA funds, for the benefit of the child.",171
How do I tag my child’s Child Development Account (CDA) to my internet banking profile?,Please approach your respective Child Development Account (CDA) bank if you would like to apply for internet banking.,172
Which are the CDA banks and when did they start providing CDA services?,"MSF had appointed three banks as managing agents (MAs) for CDAs since July 2015. They are DBS Bank Limited (DBS), United Overseas Bank (UOB) and Overseas-Chinese Banking Corporation Limited (OCBC), which is an existing MA. Standard Chartered Bank (SCB) will cease to provide CDA services by 31 December 2018. You should transfer your child’s CDA from SCB to POSB/DBS, OCBC or UOB banks, any time before 31 October 2018.",173
When will CDA bank record be updated to show my savings deposited recently?,"The Child Development Account (CDA) banks will update MSF with your deposit information on a weekly basis. You should be able to view your CDA savings by the following Tuesday on the Baby Bonus Online portal. Alternatively, you can use your bank’s internet banking services to check your savings in the CDA.",174
I used to receive letters on the amount of Government matching received. Why am I not receiving the letter now?,"You can now check your child's dollar-for-dollar Government matching and the remaining Child Development Account cap online. Please visit the Baby Bonus Online portal, log in to “View/Update My Baby Bonus Details”, followed by “Family View”, and select 'View Statement'. If it is your first log in, please update your profile to view more details.",175
My husband/wife who is also the CDA Trustee has passed away. How can I change trustee to myself?,"You can submit request to change CDA Trustee by following these steps:- login via “Services Login” (www.babybonus.msf.gov.sg/parent) click ‘Request to Change CDA Trustee’ complete form and click ‘Submit’ If you do not see the “Request to Change CDA Trustee” option, or if you do not have access, please email MSF_Babybonus@msf.gov.sg with a copy of the death certificate and child’s details.",176
Where can I find the GIRO form for CDA deduction?,Here is the link to the application form for interbank GIRO for Child Development Account.,177
Can I withdraw the Child Development Account (CDA) funds to pay for my child's insurance rider?,"To be in line with rules for use of Medisave for healthcare insurance, CDA can only be used to defray the premiums for Medisave-approved Integrated Shield Plans, and not for riders. Riders are not part of Integrated Shield Plans, and do not meet the Ministry of Health’s requirements to be Medisave-payable, which are to have a minimum deductible and minimum 10% co-insurance. These requirements are to help keep premiums affordable and to encourage prudent use of healthcare services.",178
Can I be the CDA trustee if my spouse is not contactable?,"If you are presently the primary caregiver for your child but your spouse is currently the CDA trustee and/or bank account holder, and you are unable to contact him/her to request for a change, you may write in to us using this form. Simply enter “CDA Trustee / Cash Gift Bank account holder” in the Subject field and key in your details. We will advise you on the next steps once we receive your request.",179
What is the difference between a CDA Trustee and Bank Account Holder?,"A CDA trustee is the person nominated to manage the funds in a child’s Child Development Account or CDA. He or she has to be above 18 years of age and not a bankrupt. Typically, the CDA trustee is either of the child’s parents. On the other hand, the Bank Account Holder is the person nominated to receive the Baby Bonus cash gift. There is no age requirement to be a Bank Account Holder. Typically, the Bank Account Holder is either of the child’s parents. The CDA Trustee and Bank Account Holder can be different persons. Applicants can nominate themselves as the CDA trustee, or Bank Account Holder, or both. Both parents will have to agree on the nominations before submitting the application online. The terms and conditions are spelt out in the Baby Bonus Online declaration clauses, as well as the terms and conditions governing the cash gift.",180
My child’s CDA will be closing this year. Can I still change my child’s CDA trustee?,You do not need to change CDA trustee as the CDA will be closed on 31 December this year. The remaining funds will be transferred to your child’s Post-Secondary Education Account or PSEA administered by the Ministry of Education (MOE). MOE will inform you once the CDA balance has been transferred to the PSEA. MOE will also send annual statements to parents to keep you informed of the PSEA balance.,181
I have saved in excess of the CDA Government contributions cap. Will the excess also be transferred to PSEA?,"If there are unused funds in the Child Development Account (CDA) at the end of the year your turns 12 years old, the funds will be automatically transferred to your child’s Post-Secondary Education Account or PSEA, subject to the cap applicable to your child. The cap is based on the sum of the CDA Government contributions cap, the corresponding deposits made by parents or third parties, any Child Development Credit and any accrued interest. If there is any excess balance above this cap, MSF will notify the CDA trustee about the refund arrangement.",182
I have saved in excess of the CDA cap and the CDA trustee is a third party. Will the excess be credited to the third party trustee or parents bank account?,"If there is excess CDA balance to be returned, it will be credited to the bank account as nominated by the CDA trustee in the year the child turns 13 years old. In the interest of the child, you may wish to discuss with the third party CDA trustee on the bank account to receive the refund.",183
What type of expenses can I use the PSEA funds for?,"The funds in the PSEA can be used by your child and his/her sibling for post-secondary education at the locally based ITE, polytechnics and universities.  For more information on how to use the PSEA, you may wish to visit Ministry of Education's website.",184
How do I log in to Baby Bonus Online?,You can access the services on Baby Bonus Online with your SingPass if you are the parent of the child. You can: Find out about the Baby Bonus Scheme Check if your child qualifies for the Baby Bonus Scheme Register or pre-register your child for the Baby Bonus Scheme View your application status for the Baby Bonus Scheme View the cash gift payment and Government matching contribution made to your child Change the bank account holder and bank account number Open a Child Development Account (CDA) and change CDA bank Find out about participating Approved Institutions and how you can use your child's CDA to pay for his or her educational and healthcare needs Read frequently asked questions and latest updates on the Baby Bonus Scheme,185
Where can I get the Baby Bonus booklet?,You can download a copy of the Baby Bonus booklet from Baby Bonus Online.,186
How can I view the payment details of the cash gifts?,"To view the payment details of Baby Bonus Cash gifts, you can 1. Log in to Baby Bonus Online 2. go to Services, 3. select 'View Account Summary' to check the amount of cash gift you have received and any remaining payment(s). You will also be informed of the scheduled cash gift payment via email or SMS if you have given us your contact details. You can update your contact details using the ""Update User Profile"".",187
How can I change my bank account to receive cash gift(s)?,"To change the Bank Account to receive Baby Bonus Cash gift(s), only the current bank account holder can do so by following these steps:   1) Login to Baby Bonus Online using SingPass  2) Select ""Request to change Bank Account Number"" under “View/Update details”.   For prompt payment, please submit your request at least 10 working days before the next scheduled payment date.",188
I have submitted my request to change bank account for receiving cash gift online. How do I know if my request is received and updated?,"If you have submitted an online request to change the bank account to receive your Baby Bonus Cash gift, please log in to Baby Bonus Online with your SingPass, go to ""View Services Applications Status"" under Services, to check if the change has been made.",189
How can I change the Child Development Account (CDA) trustee?,"To change the Child Development Account (CDA) trustee, the current trustee must log in with his or her SingPass and use the 'Change CDA Trustee' option found in ‘View/Update My Baby Bonus Details’ on the Baby Bonus Online. You also check the status of your request by selecting 'Services Status' The bank will be updated within 2 weeks after the new CDA trustee has accepted the terms and conditions. If the new trustee does not accept the terms and conditions within 28 days, you have to go online to submit another request. If the CDA trustees are not Singapore Citizens or the CDA trustees are unable to submit a request online, the CDA trustees or requestors must submit a request for change of CDA bank using this form. Simply enter “CDA trustee or Cash Gift Bank account holder” in the ‘Subject field and key in your details. A form will be sent to the CDA trustee and his or her spouse to complete. We will send a SMS or email link to the newly nominated CDA trustee to accept the terms and conditions of the CDA bank. If the new CDA trustee is a foreigner or a third-party, they will receive a letter for change of CDA Trustee from MSF that allows them to update the bank.",190
When do I need to change the Child Development Account (CDA) trustee?,"You will need to change the Child Development Account trustee, or CDA trustee, if: the trustee is bankrupt; or the trustee that is the parent of the child, does not have either the custody, care and control; or the care and control of the child for divorce cases; or the trustee has passed away. You can submit request to change CDA Trustee by following these steps: Step 1: Visit the Baby Bonus Online Portal. Step 2: Select ‘View/Update my Baby Bonus Details’. Step 3: Log in using your SingPass. Step 4: Select ‘Request to Change CDA Trustee’  Step 5: Complete the form and submit   If the CDA trustee is a bankrupt, or no longer has the care and control of the child after a divorce, he or she can submit a request online. The new CDA trustee would need to complete the acceptance of the CDA bank’s terms and conditions for the change to take place. Alternatively, the child's parent who has been given the custody, care and control of the child could email a copy of the court order to msf_babybonus@msf.gov.sg.  If the CDA trustee has passed away and you do not see the “Request to Change CDA Trustee” option, or if you do not have access, please email msf_babybonus@msf.gov.sg with a copy of the death certificate of the CDA Trustee and your child’s details.",191
I have recently submitted a request for change of Child Development Account (CDA) trustee online. How do I know the status of the change?,"You will receive an acknowledgement if your request for a change of the Child Development Account trustee, or CDA trustee, is successful. You can also log in to the Baby Bonus Online portal with your SingPass to check the status of your request by selecting ‘View/Update My Baby Bonus Details’, followed by Services Status'. The newly appointed CDA trustee needs to accept the terms and conditions of the CDA bank online, within 28 days. The bank will be updated within 2 weeks upon acceptance. If the new trustee does not accept the terms and conditions within 28 days, the option will expire and the CDA Trustee will have to submit a new request. If the new trustee is a foreigner or a third-party, he or she will receive a letter for change of CDA trustee. The new trustee must inform the CDA bank of the change with the letter before the expiry date indicated in the letter.",192
How can I change my Child Development Account (CDA) bank?,"To change the Child Development Account (CDA) bank, the CDA trustee must log on to the Baby Bonus Online portal, select ‘View/Update My Baby Bonus Details’, followed by 'Request to Change CDA Bank'. The new CDA will be opened within 3 working days and the funds will be transferred to the new account within 3 weeks. If you have GIRO arrangements in your existing CDA, you can update your Approved Institution (AI) of the new CDA number by completing a new 'Application for Interbank GIRO for Child Development Account (CDA)' form and submit it to your AI.  Please ensure that there are sufficient funds in the new CDA while the funds are being transferred.",193
I have submitted a request to change Child Development Account (CDA) bank through Baby Bonus Online. Can I cancel my request?,"We are unable to cancel your request to change the Child Development Account (CDA) bank, as such requests are sent directly to the banks. The process of opening a new CDA, closing the old CDA, and transfer of funds to the new CDA bank will take around 3 weeks to complete. If you wish to remain with the original CDA bank, please submit a new request to change CDA bank after 3 weeks. A new account number will be given to you when your original CDA bank receives your request to open a CDA. If you are using the CDA for fees payment through GIRO, you have to set up a new GIRO arrangement with the Approved Institution using the new account number given by your original CDA bank.",194
What will happen to my existing GIRO arrangement and ATM card after I submit my request to change Child Development Account (CDA) bank?,"Once you have submitted your request to change your Child Development Account (CDA) bank, your existing GIRO arrangements and ATM card will be terminated within 2 weeks. If you have GIRO arrangements in your existing CDA, you need to update your Approved Institution (AI) of the new CDA number by completing the form 'Application for Interbank GIRO for Child Development Account (CDA)' and submit it to your AI. Please ensure that there are sufficient funds in the new CDA while the funds are being transferred.",195
Can my GIRO arrangements be transferred to the new CDA?,"To transfer your GIRO arrangements to a new Child Development Account (CDA), you will have to:  Update your Approved Institution (AI) of the new CDA number by submitting a new application form for interbank GIRO for CDA. The form can be found on the Baby Bonus Online homepage.   Ensure that there are sufficient funds in the new CDA in the interim period while the funds are being transferred. The funds transfer will be done within 3 weeks.",196
I have recently submitted a request for change of Child Development Account (CDA) bank online. How do I know if the Child Development Account (CDA) bank has been changed?,"If you would like to check the status of your request for a change of Child Development Account (CDA) bank, you may go to ‘Update Application/Check Status’ on the Baby Bonus Online portal, log in with your SingPass and select 'View Services Applications Status'. The bank will also write to you after the CDA is opened. You may contact the CDA Banks at: DBS Bank Tel: 1800 339 6666 Website: www.dbs.com.sg .OCBC Bank Tel: 1800 438 6088 Website: www.ocbc.com/babybonus. UOB Tel: 1800 222 2121 Website: www.uob.com.sg. Baby Bonus NETS Service. Network for Electronic Transfers (Singapore) Pte Ltd (NETS) Sales & Customer Service Centre Tel: 6274 1212 (Monday till Saturday: 9.00am-7.00pm, Sunday & Public Holidays: 10.00am-7.00pm)Website: www.nets.com.sg,",197
How much can I save in the Child Development Account (CDA)?,"There is no limit to how much you can save into the CDA.  When you save in the CDA, the Government will match dollar-for-dollar up to your child’s eligible Government contributions cap. For example, if you deposit $10 into the CDA, the Government will match $10 within 2 weeks after your deposit. You can use Check Eligibility on Baby Bonus Online to find out your child’s CDA contributions cap.",198
How can I view my Child Development Account (CDA) transactions?,[TMP] How can I view my Child Development Account (CDA) transactions?,199
How can I transfer my Child Development Account (CDA) funds to Post-Secondary Education Account (PSEA)?,"The CDA will be closed on 31 December in the year your child turns 12 years old, and the balance will be automatically transferred to the PSEA. If the child was born between 2006 and 2012, the Child Development Account trustee or the CDA trustee, may transfer the CDA funds to the child’s Post-Secondary Education Account or PSEA before the child turns 12 years old. The CDA trustee may make the request for transfer any time after 31 December in the year the child turns 6 years old. To submit your request for transfer, please go to ‘View/Update My Baby Bonus Details' on the Baby Bonus Online portal, log in with your SingPass, and select 'Transfer of CDA Savings to PSEA'.",200
What is the processing time for a change of Child Development Account (CDA) bank?,The processing time to change the Child Development Account (CDA) bank is about 3 weeks.,201
"Where can I download the Baby Bonus kit in Chinese, Malay and Tamil?","I am sorry. The Baby Bonus kit is not available in Chinese, Malay or Tamil language.",202
How can I obtain a letter to change CDA bank?,The CDA Trustee can log on to Baby Bonus Online to submit your request to change CDA bank.,203
How do I view the benefits that my child has received?,"To view the Baby Bonus Benefits for your child, you can login to Baby Bonus Online, select “View/Update My Baby Bonus Details”, followed by 'View Statement.",204
How can I update my contact details?,You can update your contact details on Baby Bonus Online by selecting “View/Update My Baby Bonus Details” followed by “Profile”.,205
How much is the remaining dollar-for-dollar Government matching in my child’s Child Development Account (CDA)?,"To check remaining dollar-for-dollar Government matching in your child’s Child Development Account or CDA, please go to 'View/Update My Baby Bonus Details' on the Baby Bonus Online, log in with your SingPass and select ‘Family View’, followed by ‘View Statement’. On this page, you will see the: Cash Gift payment schedule, if applicable; “Remaining Cap Amount” to find out how much more you can save to receive the dollar-for-dollar Government matching; and CDA expiry date.",206
What does the Baby Bonus Parenting Resources consist of?,"Baby Bonus Parenting Resources support parents-to-be and parents, in raising their child through the provision of credible parenting information and skills. The resources include articles, videos, tips and activities, which will reassure and equip parents with the information to parent confidently. The tips and activities provided also suggest ways that parents can engage and develop their growing child.",207
Why did the Government decide to put parenting information online?,"In today’s digital age, the Government aims to provide more support to parents, especially first-time parents, on their parenting journey by making credible parenting information easily accessible online. With countless parenting resources and information platforms online, Baby Bonus Parenting Resources hopes to provide a reliable source of information on parenting that parents can trust.",208
What makes the Baby Bonus Parenting Re-sources different from other parenting websites?,The Baby Bonus Parenting Resources contain localised and research-backed content for families with young children living in Singapore. It is a comprehensive resource that provides information for the holistic development of children aged 0 to 6.,209
What is the source of the parenting information?,"Information from the parenting resources is sourced from research and studies conducted by practicing experts from various disciplines involved in raising children. Baby Bonus Parenting Resources worked with local and international partners such as the Early Childhood Development Agency, Health Promotion Board, National Library Board, National University of Singapore, Australia’s Parenting Research Centre and US-based Vroom to develop and consolidate relevant parenting resources for the convenience and ease of parents.",210
When can I receive the Government matching in the Child Development Account (CDA)?,"You will receive the Government matching within 2 weeks after saving into the Child Development Account (CDA). To check your child's CDA payments and “Remaining Cap Amount”, you can go to ""View/Update My Baby Bonus Details"" on the Baby Bonus Online, log in using your SingPass, and select 'View Statement”. You can also view your CDA transactions on the monthly statement sent by your CDA bank, or Internet Banking.",211
How can I save in the Child Development Account (CDA)?,"You can save in the Child Development Account or CDA by depositing cash, cheque or Standing Order. You may also make funds transfers to the CDA at the local ATMs, through phone banking or internet banking.",212
Do I need to verify my Child Development Account (CDA) transactions?,"You are advised to verify your Child Development Account (CDA) transactions in the monthly bank statements from the CDA banks against the proof of payment or receipts from the Approved Institutions. This is to ensure that the CDA transactions are valid and accurate. If you are unsure about the CDA transactions, you should check with the Approved Institution. If you notice any unauthorised withdrawal from the CDA, please write to us using this form. Simply enter ‘CDA withdrawals’ in the Subject field and key in your details.",213
"Can I receive the Government matching in the Child Development Account (CDA), if the deposit is not made by me?","Anyone can save into a Child Development Account (CDA). All savings made into the CDA will be eligible to receive Government matching, up to the child’s eligible matching cap. However, only the CDA trustee can authorise deductions from the CDA for approved uses. The Government matching contribution will be deposited into the CDA within 2 weeks after you have saved into the CDA. The CDA trustee can check the amount received by selecting ‘View Account Summary’ under ‘View/Update My Baby Bonus Details’ on the Baby Bonus Online portal.",214
When can I start saving in the Child Development Account (CDA)?,You can start saving in the Child Development Account or CDA once you receive the bank’s letter with the account details and Baby Bonus card.,215
What does CDA dollar-for-dollar matching refer to?,"When you save in the Child Development Account, or CDA, the Government matches dollar-for-dollar up to a cap. Your child’s eligibility for the Government matching depends on the child's birth order and date of birth. For example, if you deposit $10 into the CDA, the Government will match $10 within 2 weeks after your deposit into your child's CDA.  You can use Check Eligibility on Baby Bonus Online to find out your child’s CDA contributions cap.",216
How do I receive the Baby Bonus letters from Ministry of Social and Family Development (MSF) if I am overseas?,"The default mode of communication for Baby Bonus matters will either be through email, or SMS if you have provided us with a local mobile number. However, we may still send letters to your local or overseas official address for important Baby Bonus announcements. If there is a change in your address, please update your address at the Immigration and Checkpoints Authority, the National Registration Office, or any neighbourhood Police Post or Police Centre. We will receive your updated address automatically.",217
How do I update my new address with Ministry of Social and Family Development (MSF) if I have moved?,"If there is a change in your address, please update your address at the Immigration and Checkpoints Authority, the National Registration Office, or any neighbourhood Police Post or Police Centre. We will receive your updated address automatically. If you are a foreigner and would like us to update your address, please email your supporting document, such as a phone or a utility bill printed with your name and new address to, msf_babybonus@msf.gov.sg. Please also inform the Child Development Account (CDA) bank separately to update your address.",218
How can I update Ministry of Social and Family Development (MSF) with my new Singapore Citizenship Identification number and SingPass to log into Baby Bonus Online (BBO)?,"We are unable to amend your identification number in our records as it is based on the information on your child's birth certificate. If your identification number in your child’s birth certificate was a foreign passport number, and you have obtained your Singapore NRIC (S/Pink or S/Blue) later, we will not be able to amend your details in our records.",219
Where can I use the Child Development Account (CDA) funds?,"You can use the funds in the Child Development Account (CDA) at: a) Approved Institutions (AIs) registered with MSF under the Baby Bonus Scheme. Please visit the Baby Bonus Online portal for the list of AIs.  Child Care Centres, kindergartens and special education schools Providers of early intervention programmes Providers of assistive technology device Hospitals, clinics and other healthcare institutions Pharmacies Optical shops b) For medical insurance – Medisave-approved private integrated plans.",220
How can I make payment using my Child Development Account (CDA) funds?,"You can use the Baby Bonus NETS Card issued by the bank to make NETS payments to Approved Institutions (AI). You can find information on the approved education and healthcare expenses on Baby Bonus Online. For payments by interbank GIRO, you need to fill up an authorisation form and submit it to your AI. Please approach your AI for details on the GIRO arrangements.",221
Can I use the Child Development Account (CDA) to pay for a child care centre/ kindergarten's deposit and registration fees?,"You can pay for deposits and registration fees for a child care centre or kindergarten using funds in the Child Development Account (CDA) by NETS or GIRO, if the child care centre or kindergarten is a Baby Bonus Approved Institution. Most centres and kindergartens collect such fees by GIRO unless they have also subscribed to Baby Bonus NETS services. Since GIRO applications may take up to six weeks to process, you may be asked by the child care centre or kindergarten to pay in cash to secure a place for the child. Please find out from the Approved Institutions on their registration policy and payment modes before registration.",222
"If I have made a deposit in cash to the Approved Institution (AI), can the Approved Institution (AI) refund to the Child Development Account (CDA) on my behalf?","Cash payments collected by Approved Institutions from parents should be refunded in cash, as any deposits made by the Approved Institutions in the Child Development Account will not be matched by the Government.",223
Can I use the Child Development Account (CDA) to pay for enrichment and optional programmes conducted in a child care centre or kindergarten?,Funds in the Child Development Account (CDA) are intended to support the developmental needs of children and are strictly to be used for the approved expenses only. Enrichment and optional programmes do not fall under the CDA’s approved expenses.,224
How can I identify an Approved Institution for the use of Child Development Account (CDA) funds?,You can identify an Approved Institution by the Baby Bonus sticker displayed at its premises. You can also obtain the list of Approved Institutions on the Baby Bonus Online portal.,225
Can I withdraw money from the Child Development Account (CDA) using an ATM machine?,"You cannot withdraw cash from the Child Development Account (CDA). However, you may use the funds at Approved Institutions registered with MSF under the Baby Bonus Scheme.",226
Can I use the funds in the Child Development Account (CDA) for my child’s primary or secondary school fees?,Funds in the Child Development Account cannot be used to pay primary and secondary school fees.,227
What document do I need to produce if I want to use my child’s CDA for his/her siblings?,"To use the funds in your child’s Child Development Account for his or her siblings, you are required to produce your children’s birth certificates for verification.",228
Can I withdraw funds from the Child Development Account (CDA) to pay for my child's insurance?,"The CDA can be used for your child’s Medisave-Approved Integrated Shield plans. Under the Baby Bonus AI Scheme, parents can authorise Approved Institution to directly deduct CDAs to pay for Medisave-Approved Integrated Shield plans, through Interbank GIRO. Currently, Great Eastern Life (GE) is registered with our Ministry as an Approved Institution (AI). If you wish to purchase Medisave-Approved Integrated Shield plans from other private insurers, you may pay for these plans in cash first; but our Ministry facilitates CDA deductions on a reimbursement basis after that. The CDA trustee can write in to request for reimbursement by email to msf_babybonus@msf.gov.sg. Do note that riders are not part of the Integrated Shield Plans, thus the CDA cannot be used for riders. Riders do not meet the Ministry of Health’s requirements to be Medisave-payable, which are to have a minimum deductible and minimum 10% co-insurance. These requirements are to help keep premiums affordable and to encourage prudent use of healthcare services.",229
What is the expiry date for CDA?,"The Child Development Account (CDA) will be closed on the 31 December of the year your child turns 12 years old.  Funds in the CDA will automatically be transferred to your child’s Post Secondary Education Account (PSEA) under the Ministry of Education. The CDA funds cannot be withdrawn in cash. However, the funds can be used by the child to pay for fees at Approved Institutions (AIs) that are registered with the Baby Bonus Scheme. The PSEA balance will earn interest pegged to the CPF Ordinary Account (CPF-OA). Funds in the PSEA can be used for post-secondary education in the ITE, and locally based polytechnics and universities until your child turns 30 years old. Unutilised funds in the PSEA will eventually be transferred to account holder's CPF Ordinary Account.",230
Can I use the CDA First Step grant before I deposit any money?,You can utilise the funds in the Child Development Account or CDA for your child’s approved expenses once the CDA First Step has been credited. You do not have to deposit any money to receive or use the CDA First Step.,231
How do I check my Child Development Account (CDA) pin number?,"To check or reset your Child Development Account (CDA) pin number, please approach the CDA bank. The CDA banks, which are POSB/DBS, OCBC, and UOB, are responsible for issuing Baby Bonus NETS cards to parents.",232
Why am I not allowed to use the Child Development Account (CDA) to pay for my child’s milk powder and diapers?,"We recognise that milk powder and diapers are daily necessities for the care of a young child. However, funds in the Child Development Account (CDA) cannot be used to purchase such items unless it is prescribed by a doctor or recommended by a pharmacist.",233
Do I need to wait for the Child Development Account (CDA) matching contributions to be deposited before I can use the CDA funds?,"You can use the funds in the Child Development Account or CDA any time after you start saving in your child’s CDA. Your deposits will be matched within 2 weeks after saving into your child's CDA. To check your child's CDA balance and contributions, please go to ‘View/Update My Baby Bonus Details’ on the Baby Bonus Online, log in with your SingPass, and select 'View Statement’.",234
Can I use CHAS and Baby Bonus card together in one transaction?,"You may use your CHAS and Baby Bonus cards together in one transaction, as they serve different purposes. Please check with your respective Approved Institutions for more details.",235
Can I use a joint account to apply for Child Development Account?,"The Child Development Account (CDA) is a special savings account for the child to help build up the savings that can be spent on approved uses. It is not a regular savings account and can only be held jointly in the name of the child and the nominated CDA trustee. You can check your child’s eligibility and Baby Bonus Benefits on the Baby Bonus Online portal, using the “Check Eligibility”, or select “View/Update My Baby Bonus Details” followed by “View Statement” at “Family View”, if your child has enrolled.",236
I paid my child’s Medisave-approved private integrated plans in cash. How can I apply for reimbursement from the CDA?,"If you are the trustee of the Child Development Account and would like to be reimbursed for the premium that you have paid in cash, please send us your request through this form. Simply enter ‘CDA Refund’ in the Subject field and key in your details.",237
